"ID","Family","Genus","Species","Authority1","Infraname","Authority2"
"4732","Rosaceae","Sorbus","hybrida","W.D.J.Koch",NA,NA
"6043","Rosaceae","Sorbus","latifolia","(Lam.) Pers.",NA,NA
"6589","Rosaceae","Sorbus","mougeotii","Soy.-Will. & Godr.",NA,NA
"4187","Rosaceae","Sorbus","torminalis","(L.) Crantz","var. torminalis",NA
"3762","Rosaceae","Sorbus","torminalis","(L.) Crantz",NA,NA
"5740","Rosaceae","Sorbus","umbellata","(Desf.) Fritsch","var. taurica","(Zinserl.) Gabrieljan."
"1882","Rubiaceae","Asperula","aristata","L. fil.",NA,NA
"3290","Rubiaceae","Asperula","arvensis","L.",NA,NA
"4235","Rubiaceae","Asperula","brevifolia","Vent.",NA,NA
"1883","Rubiaceae","Asperula","cynanchica","L.",NA,NA
"5467","Rubiaceae","Asperula","cypria","Ehrend.",NA,NA
"6832","Rubiaceae","Asperula","hirsuta","Desf.",NA,NA
"1884","Rubiaceae","Asperula","purpurea","(L.) Ehrend.",NA,NA
"6482","Rubiaceae","Asperula","rigida","Sibth. & Sm.",NA,NA
"5650","Rubiaceae","Crucianella","aegyptiaca","L.",NA,NA
"2189","Rubiaceae","Crucianella","angustifolia","L.",NA,NA
"3301","Rubiaceae","Crucianella","latifolia","L.",NA,NA
"2190","Rubiaceae","Crucianella","macrostachya","Boiss.",NA,NA
"5753","Rubiaceae","Crucianella","maritima","L.",NA,NA
"2192","Rubiaceae","Cruciata","glabra","(L.) Ehrend.",NA,NA
"2369","Rubiaceae","Galium","album","Miller","ssp. album",NA
"6954","Rubiaceae","Galium","album","Mill.",NA,NA
"2366","Rubiaceae","Galium","aparine","L.",NA,NA
"4239","Rubiaceae","Galium","canum","Req. ex DC","ssp. ovatum","Ehrend."
"2367","Rubiaceae","Galium","corrudifolium","Vill.",NA,NA
"2368","Rubiaceae","Galium","divaricatum","Pourret ex Lam.",NA,NA
"6558","Rubiaceae","Galium","floribundum","Sm.",NA,NA
"2370","Rubiaceae","Galium","fruticescens","Cav.",NA,NA
"648","Rubiaceae","Galium","hierosolymitanum","L.",NA,NA
"2373","Rubiaceae","Galium","lucidum","All.",NA,NA
"2374","Rubiaceae","Galium","melanantherum","Boiss.",NA,NA
"4590","Rubiaceae","Galium","murale","L. (All.)",NA,NA
"6660","Rubiaceae","Galium","odoratum","(L.) Scop.",NA,NA
"2375","Rubiaceae","Galium","palustre","L.",NA,NA
"2376","Rubiaceae","Galium","parisiense","L.",NA,NA
"2377","Rubiaceae","Galium","pinetorum","Ehrend.",NA,NA
"2378","Rubiaceae","Galium","pumilum","Murray",NA,NA
"2379","Rubiaceae","Galium","scabrum","L.",NA,NA
"2380","Rubiaceae","Galium","setaceum","Lam.",NA,NA
"2383","Rubiaceae","Galium","spurium","L.",NA,NA
"2384","Rubiaceae","Galium","sylvaticum","L.",NA,NA
"5852","Rubiaceae","Galium","tricornutum","Dandy",NA,NA
"6838","Rubiaceae","Galium","verrucosum","Hudson",NA,NA
"2385","Rubiaceae","Galium","verum","L.",NA,NA
"6904","Rubiaceae","Plocama","calabrica","(L.f.) M.Backlund & Thulin",NA,NA
"3713","Rubiaceae","Rubia","agostinhoi","Dans. & P. Silva",NA,NA
"2935","Rubiaceae","Rubia","peregrina","L.",NA,NA
"2936","Rubiaceae","Rubia","tenuifolia","D`Urv.",NA,NA
"3029","Rubiaceae","Sherardia","arvensis","L.",NA,NA
"3130","Rubiaceae","Theligonum","cynocrambe","L.",NA,NA
"3212","Rubiaceae","Valantia","hispida","L.",NA,NA
"3213","Rubiaceae","Valantia","muralis","L.",NA,NA
"6800","Rutaceae","Cneorum","tricoccon","L.",NA,NA
"2242","Rutaceae","Dictamnus","albus","L.",NA,NA
"2951","Rutaceae","Ruta","angustifolia","Pers.",NA,NA
"5471","Rutaceae","Ruta","chalepensis","L.",NA,NA
"2952","Rutaceae","Ruta","graveolens","L.",NA,NA
"6692","Rutaceae","Ruta","linifolia","L.",NA,NA
"5615","Rutaceae","Ruta","montana","(L.) L.",NA,NA
"2845","Salicaceae","Populus","alba","L.",NA,NA
"2846","Salicaceae","Populus","nigra","L.",NA,NA
"2847","Salicaceae","Populus","tremula","L.",NA,NA
"1157","Salicaceae","Populus","x canadensis","Moench",NA,NA
"2954","Salicaceae","Salix","alba","L.",NA,NA
"6869","Salicaceae","Salix","atrocinerea","Brot.",NA,NA
"2955","Salicaceae","Salix","caprea","L.",NA,NA
"5619","Salicaceae","Salix","elaeagnos","Scop.","ssp. angustifolia","(Cariot) Rech. fil."
"5633","Salicaceae","Salix","purpurea","L.",NA,NA
"2956","Salicaceae","Salix","repens","L.",NA,NA
"2750","Santalaceae","Osyris","alba","L.",NA,NA
"6905","Santalaceae","Osyris","lanceolata","Hochst. & Steud.",NA,NA
"3131","Santalaceae","Thesium","bavarum","Schrank",NA,NA
"3132","Santalaceae","Thesium","bergeri","Zucc.",NA,NA
"3133","Santalaceae","Thesium","divaricatum","Jan ex Mert. & Koch",NA,NA
"5972","Santalaceae","Thesium","humifusum","DC.",NA,NA
"6863","Santalaceae","Thesium","humile","Vahl",NA,NA
"6591","Santalaceae","Viscum","album","L.",NA,NA
"6593","Santalaceae","Viscum","cruciatum","Sieber ex Boiss.",NA,NA
"1762","Sapindaceae","Acer","campestre","L.",NA,NA
"1763","Sapindaceae","Acer","granatense","Boiss.",NA,NA
"5677","Sapindaceae","Acer","monspessulanum","L.","ssp. monspessulanum",NA
"1764","Sapindaceae","Acer","monspessulanum","L.",NA,NA
"5550","Sapindaceae","Acer","obtusatum","Waldst. & Kit.",NA,NA
"5475","Sapindaceae","Acer","obtusifolium","Sm.",NA,NA
"1765","Sapindaceae","Acer","opalus","Miller",NA,NA
"1766","Sapindaceae","Acer","platanoides","L.",NA,NA
"1767","Sapindaceae","Acer","pseudoplatanus","L.",NA,NA
"5477","Sapindaceae","Aesculus","hippocastanum","L.",NA,NA
"2979","Saxifragaceae","Saxifraga","aizoides","L.",NA,NA
"2980","Saxifragaceae","Saxifraga","oppositifolia","L.",NA,NA
"4445","Saxifragaceae","Saxifraga","pentadactylis","Lapeyr.","ssp. wilkommiana","(Boiss. ex Engler) Rivas Martínez"
"4801","Saxifragaceae","Saxifraga","spathularis","Brot.",NA,NA
"3004","Scrophulariaceae","Scrophularia","heterophylla","Willd.",NA,NA
"3005","Scrophulariaceae","Scrophularia","nodosa","L.",NA,NA
"6529","Scrophulariaceae","Scrophularia","scopolii","Hoppe",NA,NA
"3218","Scrophulariaceae","Verbascum","rotundifolium","Ten.",NA,NA
"3219","Scrophulariaceae","Verbascum","sinuatum","L.",NA,NA
"6906","Selaginellaceae","Selaginella","kraussiana","(Kunze) A. Braun",NA,NA
"1788","Simaroubaceae","Ailanthus","altissima","(Miller) Swingle",NA,NA
"3049","Smilacaceae","Smilax","aspera","L.",NA,NA
"6577","Solanaceae","Atropa","baetica","Willk.",NA,NA
"6573","Solanaceae","Atropa","belladonna","L.",NA,NA
"5601","Solanaceae","Lycium","europaeum","L.",NA,NA
"2632","Solanaceae","Lycium","intricatum","Boiss.",NA,NA
"5484","Solanaceae","Lycium","schweinfurthii","Dammer",NA,NA
"6575","Solanaceae","Mandragora","autumnalis","Bertol.",NA,NA
"3050","Solanaceae","Solanum","nigrum","L.",NA,NA
"3261","Solanaceae","Withania","frutescens","(L.) Pauquy",NA,NA
"5488","Solanaceae","Withania","somnifera","(L.) Dunal",NA,NA
"3088","Styracaceae","Styrax","officinalis","L.",NA,NA
"3091","Tamaricaceae","Tamarix","canariensis","Willd.",NA,NA
"5490","Tamaricaceae","Tamarix","dalmatica","Baum",NA,NA
"3092","Tamaricaceae","Tamarix","gallica","L.",NA,NA
"5492","Tamaricaceae","Tamarix","smyrnensis","Bunge",NA,NA
"5494","Tamaricaceae","Tamarix","tetragyna","Ehrenb.",NA,NA
"5496","Tamaricaceae","Tamarix","tetrandra","Pallas ex Bieb.",NA,NA
"3102","Taxaceae","Taxus","baccata","L.",NA,NA
"5718","Thymelaeaceae","Daphne","gnidioides","Jaub. & Spach",NA,NA
"2228","Thymelaeaceae","Daphne","gnidium","L.",NA,NA
"6055","Thymelaeaceae","Daphne","laureola","L.",NA,NA
"5732","Thymelaeaceae","Daphne","oleoides","Schreber",NA,NA
"3305","Thymelaeaceae","Daphne","sericea","Vahl",NA,NA
"6748","Thymelaeaceae","Thymelaea","argentata","(Lam.) Pau",NA,NA
"3136","Thymelaeaceae","Thymelaea","hirsuta","(L.) Endl.",NA,NA
"5499","Thymelaeaceae","Thymelaea","tartonraira","(L.) All.","ssp. argentea","(Sibth. & Sm.) Holmboe"
"3137","Thymelaeaceae","Thymelaea","tartonraira","(L.) All.",NA,NA
"3138","Thymelaeaceae","Thymelaea","tinctoria","(Pourret) Endl.",NA,NA
"3139","Thymelaeaceae","Thymelaea","villosa","(L.) Endl.",NA,NA
"4926","Typhaceae","Typha","angustifolia","L.",NA,NA
"5501","Ulmaceae","Ulmus","canescens","Melville",NA,NA
"5630","Ulmaceae","Ulmus","glabra","Hudson",NA,NA
"3207","Ulmaceae","Ulmus","minor","Miller",NA,NA
"6370","Urticaceae","Parietaria","lusitanica","L.",NA,NA
"6377","Verbenaceae","Verbena","officinalis","L.",NA,NA
"3272","Violaceae","Viola","alba","Besser","ssp. scotophylla","(Jordan) Nyman"
"3247","Violaceae","Viola","alba","Besser",NA,NA
"3248","Violaceae","Viola","arborescens","L.",NA,NA
"3249","Violaceae","Viola","comollia","Massara",NA,NA
"3250","Violaceae","Viola","hirta","L.",NA,NA
"4669","Violaceae","Viola","kitaibeliana","Schultes",NA,NA
"3251","Violaceae","Viola","odorata","L.",NA,NA
"3252","Violaceae","Viola","reichenbachiana","Jordan ex Boreau",NA,NA
"6493","Violaceae","Viola","scorpiuroides","Coss.",NA,NA
"3254","Vitaceae","Vitis","vinifera","L.",NA,NA
"1886","Xanthorrhoeaceae","Asphodeline","lutea","(L.) Reichenb.",NA,NA
"3048","Xanthorrhoeaceae","Simethis","planifolia","(L.) Gren.",NA,NA
"2322","Zygophyllaceae","Fagonia","cretica","L.",NA,NA
"6907","Zygophyllaceae","Tetraena","alba","(L.f.) Beier & Thulin",NA,NA
"5977","Zygophyllaceae","Tribulus","terrestris","L.",NA,NA
"6752","Zygophyllaceae","Zygophyllum","fabago","L.",NA,NA
