"ID","Family","Genus","Species","Authority1","Infraname","Authority2"
"2520","Juncaceae","Juncus","hybridus","Brot.",NA,NA
"4930","Juncaceae","Juncus","maritimus","Lam.",NA,NA
"5703","Juncaceae","Juncus","subulatus","Forskål",NA,NA
"2522","Juncaceae","Juncus","tenageia","L. fil.",NA,NA
"2627","Juncaceae","Luzula","alpinopilosa","(Chaix) Breistr.",NA,NA
"2628","Juncaceae","Luzula","forsteri","(Sm.) DC.",NA,NA
"4437","Juncaceae","Luzula","hispanica","Chrtek & Krísa",NA,NA
"2629","Juncaceae","Luzula","lactea","(Link) E.H.F. Meyer",NA,NA
"2630","Juncaceae","Luzula","pilosa","(L.) Willd.",NA,NA
"2631","Juncaceae","Luzula","sylvatica","(Hudson) Gaudin",NA,NA
"6895","Lamiaceae","Acanthoprasium","integrifolium","(Benth.) Ryding",NA,NA
"1772","Lamiaceae","Acinos","alpinus","(L.) Moench","ssp. alpinus",NA
"1773","Lamiaceae","Acinos","alpinus","(L.) Moench","ssp. meridionalis","(Nyman) P.W. Ball"
"1771","Lamiaceae","Acinos","alpinus","(L.) Moench",NA,NA
"3266","Lamiaceae","Ajuga","chamaepitys","(L.) Schreber","ssp. chamaepitys",NA
"3267","Lamiaceae","Ajuga","chamaepitys","(L.) Schreber","ssp. chia","(Schreber) Arcangeli"
"6289","Lamiaceae","Ajuga","chamaepitys","(L.) Schreb.","ssp. palestina","(Boiss.) Bornm."
"1792","Lamiaceae","Ajuga","chamaepitys","(L.) Schreber",NA,NA
"5758","Lamiaceae","Ajuga","iva","(L.) Schreber",NA,NA
"1914","Lamiaceae","Ballota","acetabulosa","(L.) Bentham",NA,NA
"1915","Lamiaceae","Ballota","hirsuta","Bentham",NA,NA
"4080","Lamiaceae","Ballota","pseudodictamnus","(L.) Bentham",NA,NA
"6654","Lamiaceae","Calamintha","grandiflora","(L.) Moench",NA,NA
"1970","Lamiaceae","Calamintha","nepeta","(L.) Savi",NA,NA
"1972","Lamiaceae","Calamintha","sylvatica","Bromf.","ssp. ascendens","(Jordan) P.W. Ball"
"1971","Lamiaceae","Calamintha","sylvatica","Bromf.",NA,NA
"6291","Lamiaceae","Clinopodium","alpinum","(L.) Kuntze",NA,NA
"2129","Lamiaceae","Clinopodium","vulgare","L.","ssp. vulgare",NA
"2128","Lamiaceae","Clinopodium","vulgare","L.",NA,NA
"3456","Lamiaceae","Coridothymus","capitatus","(L.) Reichenb. fil.",NA,NA
"2489","Lamiaceae","Horminum","pyrenaicum","L.",NA,NA
"2545","Lamiaceae","Lamiastrum","galeobdolon","(L.) Ehrend. & Polatschek",NA,NA
"2546","Lamiaceae","Lamium","amplexicaule","L.",NA,NA
"5593","Lamiaceae","Lavandula","angustifolia","Miller","ssp. pyrenaica","(DC.) Guinea"
"2562","Lamiaceae","Lavandula","angustifolia","Miller",NA,NA
"2563","Lamiaceae","Lavandula","dentata","L.",NA,NA
"4772","Lamiaceae","Lavandula","lanata","Boiss.",NA,NA
"2564","Lamiaceae","Lavandula","latifolia","Medicus",NA,NA
"5541","Lamiaceae","Lavandula","multifida","L.",NA,NA
"6896","Lamiaceae","Lavandula","pedunculata","(Mill.) Cav.",NA,NA
"2565","Lamiaceae","Lavandula","stoechas","L.","ssp. luisieri","(Rozeira) Rozeira"
"2568","Lamiaceae","Lavandula","stoechas","L.","ssp. stoechas",NA
"2566","Lamiaceae","Lavandula","stoechas","L.",NA,NA
"2640","Lamiaceae","Marrubium","supinum","L.",NA,NA
"2641","Lamiaceae","Marrubium","vulgare","L.",NA,NA
"2667","Lamiaceae","Melittis","melissophyllum","L.",NA,NA
"2668","Lamiaceae","Mentha","aquatica","L.",NA,NA
"2669","Lamiaceae","Mentha","pulegium","L.",NA,NA
"2670","Lamiaceae","Mentha","suaveolens","Ehrh.",NA,NA
"968","Lamiaceae","Mentha","x piperita","L.",NA,NA
"2676","Lamiaceae","Micromeria","juliana","(L.) Bentham ex Reichenb.",NA,NA
"3320","Lamiaceae","Micromeria","myrtifolia","Boiss. & Hohen.",NA,NA
"2677","Lamiaceae","Micromeria","nervosa","(Desf.) Bentham",NA,NA
"5707","Lamiaceae","Nepeta","foliosa","Moris",NA,NA
"2701","Lamiaceae","Nepeta","nepetella","L.",NA,NA
"4545","Lamiaceae","Nepeta","troodi","Holmboe",NA,NA
"4557","Lamiaceae","Origanum","cordifolium","(Bentham) T. Vogel",NA,NA
"5370","Lamiaceae","Origanum","dubium","Boiss.",NA,NA
"4179","Lamiaceae","Origanum","laevigatum","Boiss.",NA,NA
"5372","Lamiaceae","Origanum","majorana","L.",NA,NA
"4222","Lamiaceae","Origanum","onites","L.",NA,NA
"5165","Lamiaceae","Origanum","vulgare","L.","ssp. hirtum","(Link) Ietswaart"
"2740","Lamiaceae","Origanum","vulgare","L.",NA,NA
"4224","Lamiaceae","Phlomis","bourgaei","Boiss.",NA,NA
"4559","Lamiaceae","Phlomis","brevibracteata","Turrill",NA,NA
"2786","Lamiaceae","Phlomis","crinita","Cav.",NA,NA
"4561","Lamiaceae","Phlomis","cypria","Post","ssp. occidentalis","(Meikle) Hand."
"5375","Lamiaceae","Phlomis","cypria","Post",NA,NA
"2787","Lamiaceae","Phlomis","fruticosa","L.",NA,NA
"4697","Lamiaceae","Phlomis","grandiflora","H.S. Thompson",NA,NA
"2788","Lamiaceae","Phlomis","lanata","Willd.",NA,NA
"5378","Lamiaceae","Phlomis","lunariifolia","Sm.",NA,NA
"2789","Lamiaceae","Phlomis","lychnitis","L.",NA,NA
"4248","Lamiaceae","Phlomis","lycia","D. Don.",NA,NA
"6546","Lamiaceae","Phlomis","pungens","Willd.",NA,NA
"2790","Lamiaceae","Phlomis","purpurea","L.",NA,NA
"2853","Lamiaceae","Prasium","majus","L.",NA,NA
"2858","Lamiaceae","Prunella","grandiflora","(L.) Scholler",NA,NA
"2859","Lamiaceae","Prunella","laciniata","(L.) L.",NA,NA
"2860","Lamiaceae","Prunella","vulgaris","L.",NA,NA
"2933","Lamiaceae","Rosmarinus","eriocalix","Jordan & Fourr.",NA,NA
"2931","Lamiaceae","Rosmarinus","officinalis","L.",NA,NA
"5381","Lamiaceae","Salvia","dominica","L.",NA,NA
"3722","Lamiaceae","Salvia","fruticosa","Miller",NA,NA
"2960","Lamiaceae","Salvia","glutinosa","L.",NA,NA
"5383","Lamiaceae","Salvia","lanigera","Poiret",NA,NA
"2961","Lamiaceae","Salvia","lavandulifolia","Vahl.",NA,NA
"2962","Lamiaceae","Salvia","officinalis","L.",NA,NA
"5726","Lamiaceae","Salvia","pomifera","L.","ssp. pomifera",NA
"2963","Lamiaceae","Salvia","pratensis","L.",NA,NA
"6548","Lamiaceae","Salvia","syriaca","L.",NA,NA
"4547","Lamiaceae","Salvia","veneris","Hedge",NA,NA
"2966","Lamiaceae","Salvia","verbenaca","L.",NA,NA
"3331","Lamiaceae","Salvia","viridis","L.",NA,NA
"4549","Lamiaceae","Salvia","willeana","(Holmboe) Prain",NA,NA
"5365","Lamiaceae","Satureja","chionistrae","(Meikle) Greuter & Burdet",NA,NA
"4567","Lamiaceae","Satureja","cuneifolia","Ten.",NA,NA
"4543","Lamiaceae","Satureja","cypria","(Kotschy) Prain",NA,NA
"5931","Lamiaceae","Satureja","innota","(Pau) G. López",NA,NA
"5363","Lamiaceae","Satureja","insularis","Greuter & Burdet",NA,NA
"6813","Lamiaceae","Satureja","intricata","Lange",NA,NA
"2975","Lamiaceae","Satureja","montana","L.",NA,NA
"2976","Lamiaceae","Satureja","obovata","Lag.",NA,NA
"2977","Lamiaceae","Satureja","salzmannii","P. W. Ball",NA,NA
"2978","Lamiaceae","Satureja","thymbra","L.",NA,NA
"3006","Lamiaceae","Scutellaria","rubicunda","Hornem.","ssp. rupestris","(Boiss. & Heldr.) I.B.K. Richardson"
"5386","Lamiaceae","Scutellaria","sibthorpii","(Bentham) Halácsy",NA,NA
"3030","Lamiaceae","Sideritis","angustifolia","Lag.",NA,NA
"4551","Lamiaceae","Sideritis","cypria","Post",NA,NA
"3031","Lamiaceae","Sideritis","hirsuta","L.",NA,NA
"5946","Lamiaceae","Sideritis","incana","L.",NA,NA
"6815","Lamiaceae","Sideritis","osteoxylla","(Pau ex Vicioso) Alcaraz & al.",NA,NA
"4191","Lamiaceae","Sideritis","perfoliata","L.","ssp. perfoliata",NA
"1358","Lamiaceae","Sideritis","pusilla","(Lange) Pau",NA,NA
"6156","Lamiaceae","Sideritis","syriaca","L.",NA,NA
"1359","Lamiaceae","Sideritis","tragoriganum","Lag.",NA,NA
"3067","Lamiaceae","Stachys","alopecuros","(L.) Bentham",NA,NA
"6550","Lamiaceae","Stachys","annua","(L.) L.","ssp. annua",NA
"4947","Lamiaceae","Stachys","annua","(L.) L.",NA,NA
"3068","Lamiaceae","Stachys","arvensis","(L.) L.",NA,NA
"6552","Lamiaceae","Stachys","byzantina","C. Koch",NA,NA
"4575","Lamiaceae","Stachys","cretica","L.","ssp. smyrnaea","Rech. fil."
"3069","Lamiaceae","Stachys","cretica","L.",NA,NA
"4899","Lamiaceae","Stachys","maritima","Gouan",NA,NA
"3070","Lamiaceae","Stachys","ocymastrum","(L.) Briq.",NA,NA
"3071","Lamiaceae","Stachys","officinalis","(L.) Trevisan",NA,NA
"3072","Lamiaceae","Stachys","recta","L.",NA,NA
"3073","Lamiaceae","Stachys","spruneri","Boiss. ex Bentham",NA,NA
"3074","Lamiaceae","Stachys","sylvatica","L.",NA,NA
"6744","Lamiaceae","Teucrium","angustissimum","Schreb.",NA,NA
"5724","Lamiaceae","Teucrium","brevifolium","Schreber",NA,NA
"3770","Lamiaceae","Teucrium","capitatum","L.",NA,NA
"3111","Lamiaceae","Teucrium","carthaginense","Lange",NA,NA
"3112","Lamiaceae","Teucrium","chamaedrys","L.",NA,NA
"6817","Lamiaceae","Teucrium","charidemi","Sandwith",NA,NA
"3113","Lamiaceae","Teucrium","creticum","L.",NA,NA
"5389","Lamiaceae","Teucrium","cyprium","Boiss.",NA,NA
"4553","Lamiaceae","Teucrium","divaricatum","Heldr.","ssp. canescens","(elak.) Holmboe"
"3335","Lamiaceae","Teucrium","divaricatum","Sieber ex Boiss.","ssp. divaricatum",NA
"3114","Lamiaceae","Teucrium","divaricatum","Sieber ex Boiss.",NA,NA
"6819","Lamiaceae","Teucrium","eriocephalum","Willk.",NA,NA
"4028","Lamiaceae","Teucrium","expassum","Pau",NA,NA
"4928","Lamiaceae","Teucrium","flavum","L.",NA,NA
"3116","Lamiaceae","Teucrium","fruticans","L.",NA,NA
"3117","Lamiaceae","Teucrium","gnaphalodes","L´Hér.",NA,NA
"4031","Lamiaceae","Teucrium","homotrichum","(Font Quer) Rivas-Martínez",NA,NA
"5392","Lamiaceae","Teucrium","kotschyanum","Poech.",NA,NA
"4555","Lamiaceae","Teucrium","kyreniae","(P.H.Davis) Hadjik. & Hand",NA,NA
"4573","Lamiaceae","Teucrium","lamiifolium","Dum.-Urville","ssp. lamiifolium",NA
"4571","Lamiaceae","Teucrium","lamiifolium","Dum.-Urville","ssp. stachyophyllum","(P.H. Davis) Hedge & Ekim"
"6746","Lamiaceae","Teucrium","libanitis","Schreb.",NA,NA
"6821","Lamiaceae","Teucrium","lusitanicum","Schreb.",NA,NA
"5712","Lamiaceae","Teucrium","marum","L.",NA,NA
"4083","Lamiaceae","Teucrium","microphyllum","Desf.",NA,NA
"5395","Lamiaceae","Teucrium","micropodioides","Rouy",NA,NA
"3119","Lamiaceae","Teucrium","montanum","L.",NA,NA
"4774","Lamiaceae","Teucrium","oxylepis","Font Quer",NA,NA
"3121","Lamiaceae","Teucrium","polium","L.","ssp. polium",NA
"3120","Lamiaceae","Teucrium","polium","L.",NA,NA
"3122","Lamiaceae","Teucrium","pseudochamaepitys","L.",NA,NA
"3123","Lamiaceae","Teucrium","pumilum","L.",NA,NA
"3124","Lamiaceae","Teucrium","scorodonia","L.",NA,NA
"5970","Lamiaceae","Teucrium","thymifolium","Schreber",NA,NA
"4569","Lamiaceae","Thymbra","spicata","L.",NA,NA
"3787","Lamiaceae","Thymus","baeticus","Lacaita",NA,NA
"6941","Lamiaceae","Thymus","capitellatus","Hoffmanns. & Link",NA,NA
"4840","Lamiaceae","Thymus","dolomiticus","Coste",NA,NA
"3790","Lamiaceae","Thymus","hyemalis","Lange",NA,NA
"5397","Lamiaceae","Thymus","integer","Griseb.",NA,NA
"3791","Lamiaceae","Thymus","leptophyllus","Lange",NA,NA
"5548","Lamiaceae","Thymus","longiflorus","Boiss.",NA,NA
"3788","Lamiaceae","Thymus","loscosii","(Jalas) Molero & Rovira","ssp. fontqueri","Jalas"
"3793","Lamiaceae","Thymus","mastichina","L.","ssp. mastichina",NA
"3792","Lamiaceae","Thymus","mastichina","L.",NA,NA
"3794","Lamiaceae","Thymus","membranaceus","Boiss.",NA,NA
"6750","Lamiaceae","Thymus","moroderi","Pau ex Martínez",NA,NA
"4354","Lamiaceae","Thymus","nitens","Lamotte",NA,NA
"3795","Lamiaceae","Thymus","oenipontanus","H. Braun",NA,NA
"3796","Lamiaceae","Thymus","piperella","L.",NA,NA
"3797","Lamiaceae","Thymus","praecox","Opiz",NA,NA
"4356","Lamiaceae","Thymus","pulegioides","L.",NA,NA
"4740","Lamiaceae","Thymus","serpylloides","Bory","ssp. serpylloides",NA
"7018","Lamiaceae","Thymus","serpyllum","L.",NA,NA
"3799","Lamiaceae","Thymus","tomentosus","Willd.",NA,NA
"4089","Lamiaceae","Thymus","vulgaris","L.","ssp. aestivus","(Willk.) A. Bolós & O. Bolós"
"3800","Lamiaceae","Thymus","vulgaris","L.",NA,NA
"3802","Lamiaceae","Thymus","zygis","L.","ssp. sylvestris","(Hoffmanns. & Link) Coutinho"
"3801","Lamiaceae","Thymus","zygis","L.",NA,NA
"3253","Lamiaceae","Vitex","agnus-castus","L.",NA,NA
"3885","Lamiaceae","Ziziphora","capitata","L.","ssp. orientalis","Rech. fil."
"2561","Lauraceae","Laurus","nobilis","L.",NA,NA
"2297","Liliaceae","Erythronium","dens-canis","L.",NA,NA
"6294","Liliaceae","Fritillaria","bithynica","Baker",NA,NA
"2350","Liliaceae","Fritillaria","graeca","Boiss. & Spruner",NA,NA
"5846","Liliaceae","Fritillaria","lusitanica","Wikström",NA,NA
"3309","Liliaceae","Gagea","fibrosa","(Desf.) Schultes & Schultes fil.",NA,NA
"2363","Liliaceae","Gagea","graeca","(L.) A. Terracc.",NA,NA
"6297","Liliaceae","Gagea","peduncularis","(C.Presl) Pascher",NA,NA
"2364","Liliaceae","Gagea","reticulata","(Pallas) Schultes & Schultes fil.",NA,NA
"2584","Liliaceae","Lilium","bulbiferum","L.","var. croceum","(Chaix) Pers."
"6662","Liliaceae","Lilium","bulbiferum","L.",NA,NA
"2585","Liliaceae","Lilium","martagon","L.",NA,NA
"4415","Liliaceae","Lilium","pyrenaicum","Gouan",NA,NA
"4985","Liliaceae","Tulipa","sylvestris","L.","ssp. australis","(Link) Pamp."
"2592","Linaceae","Linum","bienne","Miller",NA,NA
"5598","Linaceae","Linum","campanulatum","L.",NA,NA
"2593","Linaceae","Linum","catharticum","L.",NA,NA
"6554","Linaceae","Linum","hirsutum","L.","ssp. pseudoanatolicum","Davis"
"3612","Linaceae","Linum","milletii","Sennen & Barrou","ssp. appresum","(Caball.) Rivas Mart."
"2594","Linaceae","Linum","narbonense","L.",NA,NA
"2595","Linaceae","Linum","nodiflorum","L.",NA,NA
"3273","Linaceae","Linum","strictum","L.","ssp. corymbulosum","(Reichenb.) Rouy"
"2597","Linaceae","Linum","strictum","L.",NA,NA
"894","Linaceae","Linum","suffruticosum","L.","var. milletii","(Sennen & Gonzalo) G. López"
"2598","Linaceae","Linum","suffruticosum","L.",NA,NA
"2600","Linaceae","Linum","tenue","Desf.",NA,NA
"2601","Linaceae","Linum","tenuifolium","L.",NA,NA
"2603","Linaceae","Linum","trigynum","L.",NA,NA
"2634","Lythraceae","Lythrum","acutangulum","Lag.",NA,NA
"2635","Lythraceae","Lythrum","hyssopifolia","L.",NA,NA
"2636","Lythraceae","Lythrum","junceum","Banks & Solander",NA,NA
"4703","Malvaceae","Alcea","apterocarpa","(Fenzl) Boiss.",NA,NA
"6074","Malvaceae","Alcea","pallida","(Willd.) Waldst. & Kit.",NA,NA
"1805","Malvaceae","Althaea","hirsuta","L.",NA,NA
"5400","Malvaceae","Lavatera","bryoniifolia","Miller",NA,NA
"5153","Malvaceae","Lavatera","maritima","Gouan",NA,NA
"4705","Malvaceae","Lavatera","punctata","All.",NA,NA
"4417","Malvaceae","Lavatera","triloba","L.","ssp. agrigentina","(Tineo) R. Fernandes"
"4421","Malvaceae","Lavatera","triloba","L.","ssp. pallescens","(Moris) Nyman"
"4419","Malvaceae","Lavatera","triloba","L.","ssp. triloba",NA
"6495","Malvaceae","Lavatera","triloba","L.",NA,NA
"3078","Malvaceae","Lavatera","trimestris","L.",NA,NA
"4086","Malvaceae","Malva","cretica","Cav.","ssp. althaeoides","(Cav.) Dalby"
"6299","Malvaceae","Malva","cretica","Cav.",NA,NA
"6851","Malvaceae","Malva","nicaeensis","All.",NA,NA
"2639","Malvaceae","Malva","sylvestris","L.",NA,NA
"5628","Malvaceae","Tilia","cordata","Miller",NA,NA
"6032","Malvaceae","Tilia","platyphyllos","Scop.","ssp. platyphyllos",NA
"3156","Malvaceae","Tilia","platyphyllos","Scop.",NA,NA
"2764","Melanthiaceae","Paris","quadrifolia","L.",NA,NA
"3217","Melanthiaceae","Veratrum","album","L.",NA,NA
"2661","Meliaceae","Melia","azedarach","L.",NA,NA
"4563","Moraceae","Ficus","carica","L.",NA,NA
"5407","Moraceae","Ficus","sycomorus","L.",NA,NA
"2693","Myricaceae","Myrica","faya","Aiton",NA,NA
"3322","Myrtaceae","Myrtus","communis","L.","ssp. communis",NA
"2694","Myrtaceae","Myrtus","communis","L.",NA,NA
"2349","Oleaceae","Fraxinus","angustifolia","Vahl.","ssp. oxycarpa","(Bieb. ex Willd.) Franco & Rocha Afonso"
"2346","Oleaceae","Fraxinus","angustifolia","Vahl.",NA,NA
"2347","Oleaceae","Fraxinus","excelsior","L.",NA,NA
"4174","Oleaceae","Fraxinus","ornus","L.","ssp. cilicica","(Lingelsh.) Yalt."
"2348","Oleaceae","Fraxinus","ornus","L.",NA,NA
"2514","Oleaceae","Jasminum","fruticans","L.",NA,NA
"2583","Oleaceae","Ligustrum","vulgare","L.",NA,NA
"5168","Oleaceae","Olea","europaea","L.","var. europaea",NA
"2708","Oleaceae","Olea","europaea","L.","var. sylvestris","Brot."
"2707","Oleaceae","Olea","europaea","L.",NA,NA
"2784","Oleaceae","Phillyrea","angustifolia","L.",NA,NA
"2785","Oleaceae","Phillyrea","latifolia","L.",NA,NA
"5423","Oleaceae","Syringa","vulgaris","L.",NA,NA
"2101","Onagraceae","Circaea","lutetiana","L.",NA,NA
"2266","Onagraceae","Epilobium","hirsutum","L.",NA,NA
"2267","Onagraceae","Epilobium","montanum","L.",NA,NA
"6301","Orchidaceae","Anacamptis","coriophora","(L.) R.M.Bateman, Pridgeon & M.W.Chase",NA,NA
"2737","Orchidaceae","Anacamptis","pyramidalis","(L.) L.C.M. Richard",NA,NA
"2073","Orchidaceae","Cephalanthera","longifolia","(L.) Fritsch",NA,NA
"4906","Orchidaceae","Cephalanthera","rubra","(L.) L.C.M. Richard",NA,NA
"4168","Orchidaceae","Epipactis","helleborine","(L.) Crantz",NA,NA
"2586","Orchidaceae","Limodorum","abortivum","(L.) Swartz",NA,NA
"2700","Orchidaceae","Neotinea","maculata","(Desf.) Stearn",NA,NA
"6303","Orchidaceae","Ophrys","apifera","Huds.",NA,NA
"2728","Orchidaceae","Ophrys","bombyliflora","Link",NA,NA
"6305","Orchidaceae","Ophrys","fusca","Link",NA,NA
"2729","Orchidaceae","Ophrys","lutea","(Gouan) Cav.",NA,NA
"5900","Orchidaceae","Ophrys","omegaifera","H.Fleischm.","ssp. dyris","(Maire) Del Prete"
"2730","Orchidaceae","Ophrys","scolopax","Cav.",NA,NA
"2732","Orchidaceae","Ophrys","sphegodes","Miller",NA,NA
"6308","Orchidaceae","Orchis","anatolica","Boiss.",NA,NA
"2735","Orchidaceae","Orchis","italica","Poiret",NA,NA
"2736","Orchidaceae","Orchis","morio","L.",NA,NA
"2738","Orchidaceae","Orchis","quadripunctata","Cyr. ex Ten.",NA,NA
"3021","Orchidaceae","Serapias","lingua","L.",NA,NA
"6742","Orchidaceae","Serapias","parviflora","Parl.",NA,NA
"3022","Orchidaceae","Serapias","sp.",NA,NA,NA
"6310","Orchidaceae","Serapias","vomeracea","(Burm. Fil.) Briq.",NA,NA
"3066","Orchidaceae","Spiranthes","aestivalis","(Poiret) L.C.M. Richard",NA,NA
"4908","Orchidaceae","Spiranthes","spiralis","(L.) Chevall.",NA,NA
"1916","Orobanchaceae","Bartsia","alpina","L.",NA,NA
"6314","Orobanchaceae","Bartsia","trixago","L.",NA,NA
"4622","Orobanchaceae","Bellardia","trixago","(L.) All.",NA,NA
"2320","Orobanchaceae","Euphrasia","salisburgensis","Funck",NA,NA
"2658","Orobanchaceae","Melampyrum","cristatum","L.",NA,NA
"2659","Orobanchaceae","Melampyrum","pratense","L.",NA,NA
"4736","Orobanchaceae","Odontites","granatensis","Boiss.",NA,NA
"4350","Orobanchaceae","Odontites","jaubertiana","(Boreau) D. Dietr. ex Walpers",NA,NA
"5425","Orobanchaceae","Odontites","linkii","Heldr. & Sart. ex Boiss.",NA,NA
"2704","Orobanchaceae","Odontites","viscosa","(L.) Clairv.",NA,NA
"4515","Orobanchaceae","Orobanche","aegyptiaca","Pers.",NA,NA
"6316","Orobanchaceae","Orobanche","nana","(Reut.) Beck",NA,NA
"6897","Orobanchaceae","Orthantha","lutea","(L.) A.Kern. ex Wettst.",NA,NA
"2761","Orobanchaceae","Parentucellia","latifolia","(L.) Caruel",NA,NA
"2762","Orobanchaceae","Parentucellia","viscosa","(L.) Caruel",NA,NA
"2771","Orobanchaceae","Pedicularis","gyroflexa","Vill.",NA,NA
"2921","Orobanchaceae","Rhinanthus","alectorolophus","(Scop.) Pollich",NA,NA
"7011","Orobanchaceae","Rhinanthus","mediterraneus","(Sterneck) Adamovic",NA,NA
"6927","Osmundaceae","Osmunda","regalis","L.",NA,NA
"2753","Oxalidaceae","Oxalis","acetosella","L.",NA,NA
"2754","Oxalidaceae","Oxalis","corniculata","L.",NA,NA
"2756","Paeoniaceae","Paeonia","officinalis","L.",NA,NA
"6658","Papaveraceae","Corydalis","cava","(L.) Schweigger & Koerte",NA,NA
"4637","Papaveraceae","Fumaria","capreolata","L.",NA,NA
"2359","Papaveraceae","Fumaria","densiflora","DC.",NA,NA
"6318","Papaveraceae","Fumaria","kralikii","Jord.",NA,NA
"2360","Papaveraceae","Fumaria","macrocarpa","Parl.",NA,NA
"2361","Papaveraceae","Fumaria","officinalis","L.",NA,NA
"5855","Papaveraceae","Glaucium","corniculatum","(L.) J.H. Rudolph",NA,NA
"5163","Papaveraceae","Glaucium","flavum","Crantz",NA,NA
"5871","Papaveraceae","Hypecoum","imberbe","Sm.",NA,NA
"2758","Papaveraceae","Papaver","alpinum","L.",NA,NA
"6918","Papaveraceae","Papaver","argemone","L.",NA,NA
"4647","Papaveraceae","Papaver","dubium","L.",NA,NA
"5666","Papaveraceae","Papaver","humile","Fedde",NA,NA
"5904","Papaveraceae","Papaver","hybridum","L.",NA,NA
"4726","Papaveraceae","Papaver","lapeyrousianum","Guterm.",NA,NA
"4649","Papaveraceae","Papaver","pinnatifidum","Moris",NA,NA
"2759","Papaveraceae","Papaver","rhoeas","L.",NA,NA
"4651","Papaveraceae","Papaver","somniferum","L.",NA,NA
"4655","Papaveraceae","Platycapnos","spicata","(L.) Bernh.",NA,NA
"5911","Papaveraceae","Platycapnos","tenuiloba","Pomel",NA,NA
"5923","Papaveraceae","Roemeria","hybrida","(L.) DC.",NA,NA
"5427","Phytolaccaceae","Phytolacca","pruinosa","Fenzl",NA,NA
"3345","Pinaceae","Abies","alba","Miller",NA,NA
"3857","Pinaceae","Abies","cephalonica","J. W. Loudon",NA,NA
"6006","Pinaceae","Abies","cilicica","(Antoine & Kotschy) Carrière","ssp. isaurica","Coode & Cullen"
"4286","Pinaceae","Abies","cilicica","(Antoine & Kotschy) Carrière",NA,NA
"6003","Pinaceae","Abies","nordmanniana","(Steven) Spach","ssp. equi-trojani","(Boiss.) Coode & Cullen"
"4281","Pinaceae","Abies","nordmanniana","(Steven) Spach",NA,NA
"4284","Pinaceae","Abies","numidica","Carrière",NA,NA
"3346","Pinaceae","Abies","pinsapo","Boiss.",NA,NA
"6898","Pinaceae","Cedrus","atlantica","(Endl.) Manetti ex Carrière",NA,NA
"4278","Pinaceae","Cedrus","libani","A. Richard","ssp. brevifolia","(Hooker fil.) Meikle"
"3392","Pinaceae","Cedrus","libani","A. Richard",NA,NA
"3657","Pinaceae","Pinus","brutia","Ten.",NA,NA
"3659","Pinaceae","Pinus","halepensis","Miller",NA,NA
"4271","Pinaceae","Pinus","heldreichii","Christ",NA,NA
"3660","Pinaceae","Pinus","mugo","Turra",NA,NA
"3856","Pinaceae","Pinus","nigra","Arnold","ssp. nigra",NA
"3662","Pinaceae","Pinus","nigra","Arnold","ssp. pallasiana","(Lamb.) Holmboe"
"3663","Pinaceae","Pinus","nigra","Arnold","ssp. salzmannii","(Dunal) Franco"
"3661","Pinaceae","Pinus","nigra","Arnold",NA,NA
"4273","Pinaceae","Pinus","peuce","Griseb.",NA,NA
"3665","Pinaceae","Pinus","pinaster","Aiton","ssp. pinaster",NA
"3664","Pinaceae","Pinus","pinaster","Aiton",NA,NA
"3666","Pinaceae","Pinus","pinea","L.",NA,NA
"6530","Pinaceae","Pinus","sylvestris","L.","var. hamata","Steven"
"3668","Pinaceae","Pinus","sylvestris","L.",NA,NA
"3669","Pinaceae","Pinus","uncinata","DC.",NA,NA
"1815","Plantaginaceae","Anarrhinum","bellidifolium","(L.) Willd.",NA,NA
"3365","Plantaginaceae","Antirrhinum","barrelieri","Boreau","ssp. litigiosum","(Pau) O. Bolòs & Vigo"
"3364","Plantaginaceae","Antirrhinum","barrelieri","Boreau",NA,NA
"3366","Plantaginaceae","Antirrhinum","majus","L.",NA,NA
"4786","Plantaginaceae","Chaenorhinum","glareosum","(Boiss.) Willk.",NA,NA
"2087","Plantaginaceae","Chaenorhinum","minus","(L.) Lange","ssp. minus",NA
"2086","Plantaginaceae","Chaenorhinum","minus","(L.) Lange",NA,NA
"5818","Plantaginaceae","Chaenorhinum","robustum","Loscos",NA,NA
"4632","Plantaginaceae","Chaenorhinum","rubrifolium","(Robill. & Cast. ex DC.) Fourr.",NA,NA
"2088","Plantaginaceae","Chaenorhinum","serpyllifolium","(Lange) Lange",NA,NA
"2243","Plantaginaceae","Digitalis","obscura","L.",NA,NA
"2244","Plantaginaceae","Digitalis","purpurea","L.",NA,NA
"2418","Plantaginaceae","Globularia","alypum","L.",NA,NA
"2419","Plantaginaceae","Globularia","cordifolia","L.",NA,NA
"2420","Plantaginaceae","Globularia","nudicaulis","L.",NA,NA
"2421","Plantaginaceae","Globularia","punctata","Lapeyr.",NA,NA
"2422","Plantaginaceae","Globularia","vulgaris","L.",NA,NA
"6786","Plantaginaceae","Kickxia","elatine","(L.) Dumort.","ssp. crinita","(Mabille) W. Greuter"
"2533","Plantaginaceae","Kickxia","spuria","(L.) Dumort.",NA,NA
"4594","Plantaginaceae","Linaria","arvensis","(L.) Desf.",NA,NA
"6321","Plantaginaceae","Linaria","chalepensis","(L.) Mill.",NA,NA
"4734","Plantaginaceae","Linaria","glacialis","Boiss.",NA,NA
"4641","Plantaginaceae","Linaria","intricata","Coincy",NA,NA
